"icd_code","icd_version","long_title"
"A419",10,"Sepsis, unspecified organism"
"E875",10,"Hyperkalemia"
"B59",10,"Pneumocystosis"
"J9601",10,"Acute respiratory failure with hypoxia"
"Z006",10,"Encounter for examination for normal comparison and control in clinical research program"
"N179",10,"Acute kidney failure, unspecified"
"I248",10,"Other forms of acute ischemic heart disease"
"D630",10,"Anemia in neoplastic disease"
"H1133",10,"Conjunctival hemorrhage, bilateral"
"Z853",10,"Personal history of malignant neoplasm of breast"
"R5081",10,"Fever presenting with conditions classified elsewhere"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"Z9484",10,"Stem cells transplant status"
"R042",10,"Hemoptysis"
"E872",10,"Acidosis"
"Z781",10,"Physical restraint status"
"D709",10,"Neutropenia, unspecified"
"T451X5A",10,"Adverse effect of antineoplastic and immunosuppressive drugs, initial encounter"
"D6959",10,"Other secondary thrombocytopenia"
"J159",10,"Unspecified bacterial pneumonia"
"E860",10,"Dehydration"
"Z9012",10,"Acquired absence of left breast and nipple"
"J90",10,"Pleural effusion, not elsewhere classified"
"Z87891",10,"Personal history of nicotine dependence"
"D689",10,"Coagulation defect, unspecified"
"G893",10,"Neoplasm related pain (acute) (chronic)"
"Z515",10,"Encounter for palliative care"
"E883",10,"Tumor lysis syndrome"
"R6520",10,"Severe sepsis without septic shock"
"B441",10,"Other pulmonary aspergillosis"
"C92Z0",10,"Other myeloid leukemia not having achieved remission"
"E871",10,"Hypo-osmolality and hyponatremia"
"99933",9,"Local infection due to central venous catheter"
"28419",9,"Other pancytopenia"
"V1582",9,"Personal history of tobacco use"
"6822",9,"Cellulitis and abscess of trunk"
"4846",9,"Pneumonia in aspergillosis"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"1173",9,"Aspergillosis"
"20500",9,"Acute myeloid leukemia, without mention of having achieved remission"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"V6402",9,"Vaccination not carried out because of chronic illness or condition"
"V1582",9,"Personal history of tobacco use"
"4809",9,"Viral pneumonia, unspecified"
"28804",9,"Neutropenia due to infection"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"E9348",9,"Other agents affecting blood constituents causing adverse effects in therapeutic use"
"20500",9,"Acute myeloid leukemia, without mention of having achieved remission"
"04109",9,"Streptococcus infection in conditions classified elsewhere and of unspecified site, other streptococcus"
"28419",9,"Other pancytopenia"
"5733",9,"Hepatitis, unspecified"
"99932",9,"Bloodstream infection due to central venous catheter"
"78061",9,"Fever presenting with conditions classified elsewhere"
"78791",9,"Diarrhea"
"7907",9,"Bacteremia"
"61172",9,"Lump or mass in breast"
"3393",9,"Drug induced headache, not elsewhere classified"
"E9319",9,"Other and unspecified anti-infectives causing adverse effects in therapeutic use"
"486",9,"Pneumonia, organism unspecified"
"1173",9,"Aspergillosis"
"20500",9,"Acute myeloid leukemia, without mention of having achieved remission"
"7904",9,"Nonspecific elevation of levels of transaminase or lactic acid dehydrogenase [LDH]"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"V160",9,"Family history of malignant neoplasm of gastrointestinal tract"
"V160",10,"Pedal cycle driver injured in collision with other nonmotor vehicle in nontraffic accident"
"1629",9,"Malignant neoplasm of bronchus and lung, unspecified"
"V161",9,"Family history of malignant neoplasm of trachea, bronchus, and lung"
"V161",10,"Pedal cycle passenger injured in collision with other nonmotor vehicle in nontraffic accident"
"78605",9,"Shortness of breath"
"V4281",9,"Bone marrow replaced by transplant"
"V1582",9,"Personal history of tobacco use"
"V8739",9,"Contact with and (suspected) exposure to other potentially hazardous substances"
"78609",9,"Other respiratory abnormalities"
"V4571",9,"Acquired absence of breast and nipple"
"T361X5A",10,"Adverse effect of cephalosporins and other beta-lactam antibiotics, initial encounter"
"E871",10,"Hypo-osmolality and hyponatremia"
"Y92230",10,"Patient room in hospital as the place of occurrence of the external cause"
"Z792",10,"Long term (current) use of antibiotics"
"D709",10,"Neutropenia, unspecified"
"Z79810",10,"Long term (current) use of selective estrogen receptor modulators (SERMs)"
"R740",10,"Nonspecific elevation of levels of transaminase and lactic acid dehydrogenase [LDH]"
"M545",10,"Low back pain"
"J810",10,"Acute pulmonary edema"
"Z6826",10,"Body mass index (BMI) 26.0-26.9, adult"
"R634",10,"Abnormal weight loss"
"Z9484",10,"Stem cells transplant status"
"R0789",10,"Other chest pain"
"G44209",10,"Tension-type headache, unspecified, not intractable"
"Z20828",10,"Contact with and (suspected) exposure to other viral communicable diseases"
"G893",10,"Neoplasm related pain (acute) (chronic)"
"Z87891",10,"Personal history of nicotine dependence"
"R5081",10,"Fever presenting with conditions classified elsewhere"
"C92Z2",10,"Other myeloid leukemia, in relapse"
"I951",10,"Orthostatic hypotension"
"K521",10,"Toxic gastroenteritis and colitis"
"D696",10,"Thrombocytopenia, unspecified"
"Z853",10,"Personal history of malignant neoplasm of breast"
"Z9012",10,"Acquired absence of left breast and nipple"
"C9202",10,"Acute myeloblastic leukemia, in relapse"
"Z87891",10,"Personal history of nicotine dependence"
"Z853",10,"Personal history of malignant neoplasm of breast"
"Z5111",10,"Encounter for antineoplastic chemotherapy"
"Z9484",10,"Stem cells transplant status"
"7905",9,"Other nonspecific abnormal serum enzyme levels"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"V1582",9,"Personal history of tobacco use"
"V5811",9,"Encounter for antineoplastic chemotherapy"
"20501",9,"Acute myeloid leukemia, in remission"
"1759",9,"Malignant neoplasm of other and unspecified sites of male breast"
"V4281",9,"Bone marrow replaced by transplant"
"2330",9,"Carcinoma in situ of breast"
"V169",9,"Family history of unspecified malignant neoplasm"
"V169",10,"Unspecified pedal cyclist injured in collision with other nonmotor vehicle in traffic accident"
"V860",9,"Estrogen receptor positive status [ER+]"
"V860",10,"Driver of special all-terrain or other off-road motor vehicle injured in traffic accident"
"20500",9,"Acute myeloid leukemia, without mention of having achieved remission"
"V1582",9,"Personal history of tobacco use"
"78791",9,"Diarrhea"
"V1582",9,"Personal history of tobacco use"
"E9331",9,"Antineoplastic and immunosuppressive drugs causing adverse effects in therapeutic use"
"7830",9,"Anorexia"
"2752",9,"Disorders of magnesium metabolism"
"28411",9,"Antineoplastic chemotherapy induced pancytopenia"
"20500",9,"Acute myeloid leukemia, without mention of having achieved remission"
"99931",9,"Other and unspecified infection due to central venous catheter"
"V141",9,"Personal history of allergy to other antibiotic agent"
"V141",10,"Pedal cycle passenger injured in collision with heavy transport vehicle or bus in nontraffic accident"
"78702",9,"Nausea alone"
"4019",9,"Unspecified essential hypertension"
"E8798",9,"Other specified procedures as the cause of abnormal reaction of patient, or of later complication, without mention of misadventure at time of procedure"
"4846",9,"Pneumonia in aspergillosis"
"E8497",9,"Accidents occurring in residential institution"
"V707",9,"Examination of participant in clinical trial"
"V707",10,"Person on outside of bus injured in collision with pedestrian or animal in traffic accident"
"45182",9,"Phlebitis and thrombophlebitis of superficial veins of upper extremities"
"1173",9,"Aspergillosis"
"2768",9,"Hypopotassemia"
"51881",9,"Acute respiratory failure"
"3004",9,"Dysthymic disorder"
"7245",9,"Backache, unspecified"
"42833",9,"Acute on chronic diastolic heart failure"
"4019",9,"Unspecified essential hypertension"
"2763",9,"Alkalosis"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"2859",9,"Anemia, unspecified"
"4240",9,"Mitral valve disorders"
"4280",9,"Congestive heart failure, unspecified"
"515",9,"Postinflammatory pulmonary fibrosis"
"4240",9,"Mitral valve disorders"
"311",9,"Depressive disorder, not elsewhere classified"
"2763",9,"Alkalosis"
"V5867",9,"Long-term (current) use of insulin"
"9982",9,"Accidental puncture or laceration during a procedure, not elsewhere classified"
"4280",9,"Congestive heart failure, unspecified"
"4168",9,"Other chronic pulmonary heart diseases"
"E8706",9,"Accidental cut, puncture, perforation or hemorrhage during heart catheterization"
"42833",9,"Acute on chronic diastolic heart failure"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"515",9,"Postinflammatory pulmonary fibrosis"
"6822",9,"Cellulitis and abscess of trunk"
"4439",9,"Peripheral vascular disease, unspecified"
"27800",9,"Obesity, unspecified"
"9168",9,"Other and unspecified superficial injury of hip, thigh, leg, and ankle, without mention of infection"
"42833",9,"Acute on chronic diastolic heart failure"
"5168",9,"Other specified alveolar and parietoalveolar pneumonopathies"
"4168",9,"Other chronic pulmonary heart diseases"
"V8542",9,"Body Mass Index 45.0-49.9, adult"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"30000",9,"Anxiety state, unspecified"
"V462",9,"Other dependence on machines, supplemental oxygen"
"V462",10,"Person on outside of car injured in collision with other nonmotor vehicle in nontraffic accident"
"34690",9,"Migraine, unspecified, without mention of intractable migraine without mention of status migrainosus"
"V5867",9,"Long-term (current) use of insulin"
"45981",9,"Venous (peripheral) insufficiency, unspecified"
"3051",9,"Tobacco use disorder"
"34830",9,"Encephalopathy, unspecified"
"11289",9,"Other candidiasis of other specified sites"
"311",9,"Depressive disorder, not elsewhere classified"
"E8490",9,"Home accidents"
"412",9,"Old myocardial infarction"
"E9289",9,"Unspecified accident"
"4019",9,"Unspecified essential hypertension"
"4280",9,"Congestive heart failure, unspecified"
"8449",9,"Sprains and strains of unspecified site of knee and leg"
"41401",9,"Coronary atherosclerosis of native coronary artery"
"3940",9,"Mitral stenosis"
"33829",9,"Other chronic pain"
"5730",9,"Chronic passive congestion of liver"
"V8801",9,"Acquired absence of both cervix and uterus"
"2768",9,"Hypopotassemia"
"5533",9,"Diaphragmatic hernia without mention of obstruction or gangrene"
"53081",9,"Esophageal reflux"
"J449",10,"Chronic obstructive pulmonary disease, unspecified"
"I739",10,"Peripheral vascular disease, unspecified"
"E119",10,"Type 2 diabetes mellitus without complications"
"N319",10,"Neuromuscular dysfunction of bladder, unspecified"
"Z86711",10,"Personal history of pulmonary embolism"
"C73",10,"Malignant neoplasm of thyroid gland"
"I272",10,"Other secondary pulmonary hypertension"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"E785",10,"Hyperlipidemia, unspecified"
"Z95820",10,"Peripheral vascular angioplasty status with implants and grafts"
"Z7902",10,"Long term (current) use of antithrombotics/antiplatelets"
"I10",10,"Essential (primary) hypertension"
"I480",10,"Paroxysmal atrial fibrillation"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"I340",10,"Nonrheumatic mitral (valve) insufficiency"
"Z86718",10,"Personal history of other venous thrombosis and embolism"
"5853",9,"Chronic kidney disease, Stage III (moderate)"
"V8521",9,"Body Mass Index 25.0-25.9, adult"
"2724",9,"Other and unspecified hyperlipidemia"
"5589",9,"Other and unspecified noninfectious gastroenteritis and colitis"
"73300",9,"Osteoporosis, unspecified"
"V5866",9,"Long-term (current) use of aspirin"
"59654",9,"Neurogenic bladder NOS"
"2411",9,"Nontoxic multinodular goiter"
"5849",9,"Acute kidney failure, unspecified"
"2809",9,"Iron deficiency anemia, unspecified"
"4414",9,"Abdominal aneurysm without mention of rupture"
"4439",9,"Peripheral vascular disease, unspecified"
"V1255",9,"Personal history of pulmonary embolism"
"25000",9,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled"
"7919",9,"Other nonspecific findings on examination of urine"
"40390",9,"Hypertensive chronic kidney disease, unspecified, with chronic kidney disease stage I through stage IV, or unspecified"
"42731",9,"Atrial fibrillation"
"27800",9,"Obesity, unspecified"
"3051",9,"Tobacco use disorder"
"27651",9,"Dehydration"
"V5861",9,"Long-term (current) use of anticoagulants"
"V1254",9,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"R319",10,"Hematuria, unspecified"
"N189",10,"Chronic kidney disease, unspecified"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"E785",10,"Hyperlipidemia, unspecified"
"I4891",10,"Unspecified atrial fibrillation"
"N319",10,"Neuromuscular dysfunction of bladder, unspecified"
"N390",10,"Urinary tract infection, site not specified"
"Z7901",10,"Long term (current) use of anticoagulants"
"Z86711",10,"Personal history of pulmonary embolism"
"F17210",10,"Nicotine dependence, cigarettes, uncomplicated"
"I129",10,"Hypertensive chronic kidney disease with stage 1 through stage 4 chronic kidney disease, or unspecified chronic kidney disease"
"J398",10,"Other specified diseases of upper respiratory tract"
"M109",10,"Gout, unspecified"
"I82622",10,"Acute embolism and thrombosis of deep veins of left upper extremity"
"Z7982",10,"Long term (current) use of aspirin"
"D472",10,"Monoclonal gammopathy"
"J9622",10,"Acute and chronic respiratory failure with hypercapnia"
"K5790",10,"Diverticulosis of intestine, part unspecified, without perforation or abscess without bleeding"
"M19072",10,"Primary osteoarthritis, left ankle and foot"
"I714",10,"Abdominal aortic aneurysm, without rupture"
"I739",10,"Peripheral vascular disease, unspecified"
"E780",10,"Pure hypercholesterolemia"
"I2510",10,"Atherosclerotic heart disease of native coronary artery without angina pectoris"
"I480",10,"Paroxysmal atrial fibrillation"
"K8020",10,"Calculus of gallbladder without cholecystitis without obstruction"
"E669",10,"Obesity, unspecified"
"Z7901",10,"Long term (current) use of anticoagulants"
"G4733",10,"Obstructive sleep apnea (adult) (pediatric)"
"Z8673",10,"Personal history of transient ischemic attack (TIA), and cerebral infarction without residual deficits"
"E119",10,"Type 2 diabetes mellitus without complications"
